urls,images
www.digikala.com/product/dkp-4006195/کتاب-آدم-های-سمی-اثر-لیلیان-گلاس-نشر-پرثوآ,"https://dkstatics-public.digikala.com/digikala-products/0b9af26a53655d341686388cea7aedf157785ad0_1608017321.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-722339/کتاب-مغازه-خودکشی-اثر-ژان-تولی,"https://dkstatics-public.digikala.com/digikala-products/3239133.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-2163319/کتاب-کاش-وقتی-بیست-ساله-بودم-می-دانستم-اثر-تینا-سیلیگ-نشر-میلکان,"https://dkstatics-public.digikala.com/digikala-products/114094452.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-39092/کتاب-نیمه-تاریک-وجود-اثر-دبی-فورد-انتشارات-حمیدا,"https://dkstatics-public.digikala.com/digikala-products/cbceecab87c21d99b8b0573753c34b1e8a0ce7c3_1642327625.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-38932/کتاب-مادر-کافی-اثر-جی-ا-فرست,"https://dkstatics-public.digikala.com/digikala-products/17939.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4342463/کتاب-چهار-میثاق-اثر-دون-میگل-روئیز-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/5a4a01570b5509015798c3887c1da5ad97c2cfde_1611875153.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-7462172/کتاب-عادت-های-اتمی-اثر-جیمز-کلیر-از-انتشارات-تیموری,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-4549792/کتاب-عادت-های-اتمی-اثر-جیمز-کلییر-نشر-السانا,"https://dkstatics-public.digikala.com/digikala-products/fecd9c25e72511f9a924de79ccfa043e1372e64b_1614201433.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6367294/کتاب-داستان-های-خوب-برای-دختران-بلند-پرواز-اثر-النا-فاویلی-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/826bd793af2124cd82249d1c9ccbcb26eb56cbff_1631044504.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-7452312/کتاب-برزخیهای-زرجوب-اثر-فرزانه-نامجو-نشر-سیزده,"https://dkstatics-public.digikala.com/digikala-products/6f352553140b62f80ebda79d5ac0ba3bfb7adbd9_1641120340.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4297490/کتاب-رنگ-آمیزی-بزرگسالان-اثر-سید-عباس-اسلامی-نشر-برات-5-جلدی,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-1488825/کتاب-ورونیکا-تصمیم-میگیرد-بمیرد-اثر-پائولو-کوئیلو-کوئلیو-نشر-آزرمیدخت,"https://dkstatics-public-2.digikala.com/digikala-products/111315928.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6209127/کتاب-هنر-شفاف-اندیشیدن-اثر-رولف-دوبلی-انتشارات-پرثوآ,"https://dkstatics-public.digikala.com/digikala-products/9a30eeac791161705c0cfcaa81c258f889b44eed_1629809219.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1622791/کتاب-504-واژه-کاملا-ضروری-اثر-جمعی-از-نویسندگان-نشر-علم-و-دانش,"https://dkstatics-public.digikala.com/digikala-products/111177994.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1898758/کتاب-آیدا-در-آینه-اثر-احمد-شاملو-نشر-نگاه,"https://dkstatics-public.digikala.com/digikala-products/112668130.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-7415834/کتاب-کتابخانه-نیمه-شب-اثر-مت-هیگ-انتشارات-آتیسا,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-3401247/کتاب-خودت-باش-دختر-اثر-ریچل-هالیس-انتشارات-نیک-ورزان,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-4440681/کتاب-مجموعه-داستان-مصور-دنباله-دار-ایلیا-تولد-یک-قهرمان-1-2-اثر-امین-توکلی-نشر-ابراهیم,"https://dkstatics-public.digikala.com/digikala-products/9ccb49cdb43042851a3702e2a6fb1fd00b43b60a_1613033905.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4332582/کتاب-تنها-گریه-کن-اثر-اکرم-اسلامی-انتشارات-حماسه-یاران,"https://dkstatics-public.digikala.com/digikala-products/34e47856aa86629ff95d36e1a8d930a4d7a35928_1611753181.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3961711/کتاب-مغازه-ی-خودکشی-اثر-ژان-تولی-نشر-نیک-فرجام,"https://dkstatics-public.digikala.com/digikala-products/ec35e2b6fea15abfd93a6472cf88a15cd4a15811_1607604607.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3411885/کتاب-بیندیشید-و-ثروتمند-شوید-اثر-ناپلئون-هیل-نشر-زرین-کلک,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
