urls,images,path
www.digikala.com/product/dkp-2092420/بلوز-زنانه-طرح-پروانه-کد-106,"https://dkstatics-public.digikala.com/digikala-products/117621201.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-طرح-پروانه-کد-106.jpg
www.digikala.com/product/dkp-5930424/بلوز-زنانه-مدل-رخ,"https://dkstatics-public.digikala.com/digikala-products/812ec69f07b1e0312701675f74cd02b0c5807f40_1627797269.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-رخ.jpg
www.digikala.com/product/dkp-5401680/شومیز-زنانه-برنس-مدل-dayana-99,"https://dkstatics-public.digikala.com/digikala-products/fd62ba2717b9385dbd8d7b978e1d25042f93d3c1_1623569254.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-برنس-مدل-dayana-99.jpg
www.digikala.com/product/dkp-1644167/ست-لباس-خواب-و-شورت-زنانه-کد-k23,"https://dkstatics-public.digikala.com/digikala-products/117414745.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",ست-لباس-خواب-و-شورت-زنانه-کد-k23.jpg
www.digikala.com/product/dkp-6262403/بادی-زنانه-برنس-مدل-selda-06,"https://dkstatics-public.digikala.com/digikala-products/302738044f27bc617e510e3219e709b90058ddb8_1630757498.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بادی-زنانه-برنس-مدل-selda-06.jpg
www.digikala.com/product/dkp-3986557/بلوز-زنانه-افراتین-کد-1549رنگ-قرمز,"https://dkstatics-public.digikala.com/digikala-products/be7a81583285a40cb7673c1907262a8c9802c693_1607857001.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-1549رنگ-قرمز.jpg
www.digikala.com/product/dkp-5666261/بلوز-زنانه-السانا-مدل-آنوشه-کد-87701,"https://dkstatics-public.digikala.com/digikala-products/3a084a0425ef7b70129830cc74ad6b4d09064a91_1625393778.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-السانا-مدل-آنوشه-کد-87701.jpg
www.digikala.com/product/dkp-6737741/بلوز-زنانه-مدل-سیمین,"https://dkstatics-public.digikala.com/digikala-products/412d188159afbc41ca73ddee8afe763c0010021d_1634069959.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-سیمین.jpg
www.digikala.com/product/dkp-4214053/شومیز-زنانه-مدل-نازیلا,"https://dkstatics-public.digikala.com/digikala-products/3f4b7422cbeac42354bcf7b4fe9f6477bfcca8d5_1610368983.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-مدل-نازیلا.jpg
www.digikala.com/product/dkp-2463107/شومیز-زنانه-کد-2763,"https://dkstatics-public.digikala.com/digikala-products/119266250.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-کد-2763.jpg
www.digikala.com/product/dkp-3242413/بلوز-زنانه-کد-225worngnw,"https://dkstatics-public.digikala.com/digikala-products/b43426c38eba94e200003b0afaa6c727244cdf3f_1597491297.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-کد-225worngnw.jpg
www.digikala.com/product/dkp-5975653/شومیز-زنانه-گردیه-مدل-307235-99,"https://dkstatics-public.digikala.com/digikala-products/ac8675b3b7d5a6e0cc5bf37914fa58b68c2e1e93_1628483209.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-گردیه-مدل-307235-99.jpg
www.digikala.com/product/dkp-6441926/شومیز-زنانه-مدل-نخی,"https://dkstatics-public.digikala.com/digikala-products/015633fba5bdcf51cd5b4ea9ed3b51708ebcc472_1631550676.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-مدل-نخی.jpg
www.digikala.com/product/dkp-2624873/بلوز-زنانه-افراتین-کد-1527-رنگ-قرمز,"https://dkstatics-public.digikala.com/digikala-products/120154953.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-1527-رنگ-قرمز.jpg
